Name,Price,Cuisine Category,City,Region,Cuisine Types,Rating Types,Rating
Om Bhojanalaya,500,North Indian,Agra,Agra Cantt,Casual Dining,Good,3.7
Tirupati's Dosa Factory,200,South Indian,Agra,Civil Lines,Quick Bites,Very Good,4.0
DECHEN CAFE LOUNGE,300,"Fast Food,Beverages",Agra,Sikandra,Cafe,Good,3.9
Twist and taste,250,"North Indian,Chinese,South Indian",Agra,Kamla Nagar,Quick Bites,Average,3.4
Rangrezz Restaurant,700,"North Indian,Mughlai",Agra,Agra Cantt,Casual Dining,Average,3.3
Daddy's Burger Bar,300,Fast Food,Agra,Kamla Nagar,Quick Bites,Good,3.8
GreeNox,200,"Fast Food,Bakery",Agra,Shahganj,Quick Bites,Good,3.7
Celebration  Foods,200,"Bakery,Fast Food",Agra,Kamla Nagar,Bakery,Average,3.4
Wai Wai City,400,"Asian,Chinese,Momos",Agra,Civil Lines,Quick Bites,Average,3.4
Master Chef,250,Fast Food,Agra,Shahganj,Quick Bites,Good,3.8
Gopaldas Pethe Wale,400,"Mithai,Street Food",Agra,Civil Lines,Sweet Shop,Very Good,4.4
Gulati Bar-Be-Que,500,North Indian,Agra,Shahganj,Casual Dining,Good,3.7
The Dhaba Cafe,350,"Continental,North Indian,Chinese",Agra,Tajganj,Quick Bites,Very Good,4.0
Love Restaurant,300,"North Indian,Fast Food,Beverages",Agra,Tajganj,Quick Bites,Good,3.7
WatchMeWhip,250,"Bakery,Desserts",Agra,Mantola,Bakery,Good,3.6
UP 80,700,"North Indian,Chinese",Agra,Dayal Bagh,Casual Dining,Good,3.7
Potato Planet,400,Fast Food,Agra,Civil Lines,Quick Bites,Good,3.8
Anand He Anand Bhojanalaya,300,North Indian,Agra,Civil Lines,Casual Dining,Good,3.7
Brijwasi Sweet House & Restaurant,500,"Desserts,North Indian,South Indian,Chinese,Fast Food,Street Food",Agra,Agra Cantt,Casual Dining,Good,3.7
Downtown Cafe & Lounge,800,North Indian,Agra,Rakabganj,Lounge,Very Good,4.0
Sri Dauji Mishthan Bhandar,300,"Desserts,Fast Food,Street Food",Agra,Kamla Nagar,Quick Bites,Good,3.6
New Vishal Restaurant,400,North Indian,Agra,Khandari,Dhaba,Good,3.6
Ravi Patties Corner,100,"Fast Food,Desserts",Agra,Dayal Bagh,Confectionery,Good,3.9
China Town,200,Fast Food,Agra,Shahganj,Quick Bites,Good,3.9
Hungernomia,500,"Pizza,Burger,Fast Food",Agra,Tajganj,Quick Bites,Good,3.9
Healthmafia,100,Healthy Food,Agra,Civil Lines,Quick Bites,Good,3.9
What The Food,500,"Burger,Chinese,Rolls",Agra,Kamla Nagar,Quick Bites,Good,3.5
Cake & More,200,"Desserts,Bakery",Agra,Tajganj,Dessert Parlor,Good,3.8
Gangaur Pizza Point,600,"Fast Food,Pizza",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.9
Mango Masala Restaurant,600,"Continental,Beverages,South Indian,Fast Food,Italian,North Indian,Chinese",Ajmer,Ana Sagar Lake,Casual Dining,Very Good,4.1
Rasoi,800,"North Indian,South Indian,Continental,Italian,Chinese,Beverages",Ajmer,Ana Sagar Lake,Casual Dining,Very Good,4.0
Bansi Wala,150,"Beverages,Fast Food,North Indian,Chinese,Rajasthani",Ajmer,Railway Quarters,Quick Bites,Good,3.8
The Burger Street,650,Fast Food,Ajmer,Ana Sagar Lake,Quick Bites,Good,3.7
Domino's Pizza,400,"Fast Food,Pizza",Ajmer,Ana Sagar Lake,Casual Dining,Good,3.5
7 Spices,500,"North Indian,Roast Chicken,BBQ,Mughlai,Charcoal Chicken,Kebab",Ajmer,Dhola Bhata Colony,Quick Bites,Good,3.7
Mahadev Ka Dhaba,250,"North Indian,Rajasthani",Ajmer,Panchsheel Nagar,Quick Bites,Good,3.8
WTF What's The Food,100,"Fast Food,North Indian",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.5
Foodies,150,Chinese,Ajmer,Adarsh Nagar,Quick Bites,Average,3.4
Roll Street,200,Rolls,Ajmer,Ana Sagar Lake,Quick Bites,Good,3.8
Guddan Ka Dhaba,300,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Good,3.7
Mango Curry,1000,"South Indian,Fast Food,Italian,North Indian,Chinese,BBQ,Kebab",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.9
Inbox,250,"Thai,Mexican,Italian",Ajmer,Pal Bhichala,Cafe,Average,3.4
Burger King,500,"Burger,Fast Food",Ajmer,City Square Mall-- Panchsheel Nagar,Quick Bites,Good,3.6
Royal Bakers,200,Bakery,Ajmer,Ana Sagar Lake,Bakery,Good,3.7
Masala Basket,250,"Beverages,Desserts,North Indian,Chinese,Rajasthani",Ajmer,Railway Quarters,Quick Bites,Average,3.3
Daurani Jethani Ki Rasoi,250,"Fast Food,Sandwich,Pizza,North Indian,Chinese",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Simple Lounge & Family Restaurant,300,"Fast Food,North Indian",Ajmer,Adarsh Nagar,Quick Bites,Average,3.2
Thakurani Da Dhaba,350,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Good,3.5
Meet Heights,500,Fast Food,Ajmer,Hathi Khera,Quick Bites,Average,3.3
The Big Bunny,300,North Indian,Ajmer,Adarsh Nagar,Quick Bites,Average,3.2
baawarchi brothers,350,"Rajasthani,Biryani,Sandwich,Fast Food,Beverages,Burger",Ajmer,Ana Sagar Lake,Casual Dining,Good,3.7
Bhola Restaurant,200,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
TRM Restaurant,400,"Fast Food,Desserts,Italian,North Indian,Chinese,Rajasthani",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.4
The Country & Town Cafe,550,"Ice Cream,Chinese,Cafe,Sandwich,Fast Food,Beverages,Coffee,Desserts",Ajmer,Kundan Nagar,Cafe,Average,3.4
Mamta Sweets  and bakes,200,"South Indian,Fast Food,Desserts,Chinese,Bakery,Mithai",Ajmer,Kotra,Quick Bites,Average,3.4
The Barrack,400,North Indian,Ajmer,Adarsh Nagar,Casual Dining,Average,3.1
Laltain Restaurant,400,"North Indian,Chinese",Ajmer,Kotra,Casual Dining,Average,3.3
The Belgian Waffle Co,300,"Ice Cream,Coffee,Desserts",Ajmer,Panchsheel Nagar,Dessert Parlor,Good,3.5
Cafe Coffee Time,250,"BBQ,Chinese,Cafe,Roast Chicken,Beverages,North Indian,Burger,Pizza",Ajmer,Ana Sagar Lake,Cafe,Good,3.5
Night Owl,150,"Mexican,Beverages,Fast Food,Desserts,Sandwich,Pizza,Bakery,Coffee",Ajmer,Panchsheel Nagar,Others,Average,3.2
Chat Chatore,250,Street Food,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Chicken King,200,North Indian,Ajmer,Railway Quarters,Quick Bites,Average,3.4
Mamta Sweets And Bakes,100,"Mithai,Bakery,Fast Food",Ajmer,Ana Sagar Lake,Sweet Shop,Average,3.4
Shiv Shankar Bakery,100,"Bakery,Fast Food",Ajmer,Adarsh Nagar,Bakery,Average,3.3
yummy Food Corner,400,"Fast Food,North Indian",Ajmer,Adarsh Nagar,Quick Bites,Average,3.3
Northern Tadka,200,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Royal Spice,600,North Indian,Ajmer,Ana Sagar Lake,Casual Dining,Average,3.3
Swami Foods & Bakers,300,Bakery,Ajmer,Ana Sagar Lake,Bakery,Average,3.4
Cafe Cave,350,Cafe,Ajmer,Kotra,Cafe,Average,3.3
Hotel Star and Restaurant,300,"Street Food,Tea,Beverages,North Indian,Chinese,Salad,Coffee",Ajmer,Boraj Kazipura,Quick Bites,Good,3.6
Kha lo (Non -Veg),150,"Fast Food,North Indian,Chinese,Mughlai",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Annapurna Veg Restaurant,250,North Indian,Ajmer,Dhola Bhata Colony,Quick Bites,Average,3.4
Swad Restaurant,500,"North Indian,Chinese",Ajmer,Railway Quarters,Casual Dining,Average,3.3
The London Shakes,300,"Beverages,Fast Food",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.5
L R Venus Cafe,250,Fast Food,Ajmer,Dhola Bhata Colony,Quick Bites,Good,3.5
Sada Adda,200,Chinese,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
7th Heaven,250,"North Indian,Desserts,Burger",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.3
Jai Hind Restaurant,300,"South Indian,Chinese",Ajmer,Railway Quarters,Quick Bites,Average,3.4
Maharaja's Restaurant,300,North Indian,Ajmer,Adarsh Nagar,Quick Bites,Average,3.3
Hotel Anurag,250,"Fast Food,Cafe,Desserts,Sandwich,North Indian,Chinese,Ice Cream",Ajmer,Pal Bhichala,Quick Bites,Average,3.3
Royal Bakers,200,Bakery,Ajmer,Ram Ganj,Bakery,Average,3.3
Chat Chatore,100,Fast Food,Ajmer,Panchsheel Nagar,Quick Bites,Average,3.3
Foodways,150,"Fast Food,North Indian,Chinese,Mughlai,Rolls",Ajmer,Kotra,Cafe,Good,3.5
Mamta Cake and Bakes,300,Bakery,Ajmer,Railway Quarters,Bakery,Average,3.2
Baskin Robbins,300,Ice Cream,Ajmer,Pal Bhichala,Dessert Parlor,Average,3.3
Kesar Sweets,250,"Beverages,Fast Food,Desserts,Bakery,Mithai",Ajmer,Kotra,Dessert Parlor,Average,3.4
Burger Express,200,"Burger,Momos,Roast Chicken,BBQ,Afghan",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.2
Mamta Cakes & Bakes,400,"Fast Food,Bakery",Ajmer,Panchsheel Nagar,Bakery,Good,3.5
Mamta Cakes & Bakes,400,"Fast Food,Bakery",Ajmer,Panchsheel Nagar,Bakery,Good,3.5
Fun N Food Restaurant,500,"South Indian,Fast Food,Desserts,Italian,North Indian,Chinese",Ajmer,Dhola Bhata Colony,Casual Dining,Average,3.4
Lazeez Chick-n-Serve,200,"Biryani,Charcoal Chicken,Mughlai,North Indian",Ajmer,Panchsheel Nagar,Quick Bites,Average,3.4
The Curry & Spices,300,North Indian,Ajmer,Panchsheel Nagar,Quick Bites,Average,3.3
Elite Family Restaurant,750,"North Indian,Pizza,South Indian",Ajmer,Boraj Kazipura,Casual Dining,Average,3.2
Hotel Cross Lane,1500,"North Indian,Continental",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.3
Un-Curry By Data Inn,700,"Biryani,North Indian,Afghan",Ajmer,Dhola Bhata Colony,Casual Dining,Average,3.2
Arihant Chaat And Sweets,150,"Desserts,Fast Food",Ajmer,Kotra,Quick Bites,Average,3.4
Dana Pani Kebab Restaurant,250,North Indian,Ajmer,Railway Quarters,Quick Bites,Good,3.5
Fusion,450,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
The Kebab Village By New Majestic,250,North Indian,Ajmer,Railway Quarters,Quick Bites,Average,3.3
Surya Shakti Bhojanalaya,200,North Indian,Ajmer,Railway Quarters,Quick Bites,Good,3.5
Vaishnav Dhaba,150,North Indian,Ajmer,Pal Bhichala,Quick Bites,Average,3.2
Real Chinese,200,Fast Food,Ajmer,Kotra,Quick Bites,Average,3.3
Raj Thali,150,North Indian,Ajmer,Adarsh Nagar,Quick Bites,Average,3.2
Mamta Misthan Bhandar,300,"Fast Food,Desserts,Bakery,Mithai",Ajmer,Ana Sagar Lake,Sweet Shop,Average,3.3
Madras Cafe,150,South Indian,Ajmer,Pal Bhichala,Cafe,Average,3.4
Manoj Fast Food,300,"Fast Food,North Indian",Ajmer,Adarsh Nagar,Quick Bites,Average,3.3
Mamta Bakes Pvt Ltd,100,"Bakery,Fast Food",Ajmer,Ana Sagar Lake,Bakery,Average,3.2
Hoko Fast Food Corner,150,"Chinese,Fast Food,Pizza,Burger,Sandwich,Beverages",Ajmer,Pal Bhichala,Quick Bites,Average,3.3
Beans Restaurant,600,"North Indian,Chinese,Fast Food",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.4
The Roll Junction,200,"Rolls,Fast Food",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Foody Cart,300,"North Indian,Fast Food",Ajmer,Dhola Bhata Colony,Others,Average,3.2
Deepak Restaurant,400,"Fast Food,North Indian,Chinese",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.2
Vaishnav Chaat Bhandar,100,Fast Food,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Chatkaraa,300,North Indian,Ajmer,Adarsh Nagar,Quick Bites,Average,3.2
Mast Mahadev Dhaba,200,North Indian,Ajmer,Adarsh Nagar,Quick Bites,Average,3.2
Kitchen Magic,400,Fast Food,Ajmer,Dhola Bhata Colony,Others,Average,3.2
Samy Restaurant,150,"Fast Food,North Indian,Chinese,Rolls",Ajmer,Pal Bhichala,Quick Bites,Average,3.3
Courtyard Kitchen,1000,"North Indian,Chinese",Ajmer,Police Lines,Casual Dining,Average,3.2
Sunrise Bakers,150,"Bakery,Desserts",Ajmer,Ana Sagar Lake,Bakery,Average,3.4
Down Town Cafe & Restaurant,700,"North Indian,Chinese",Ajmer,Adarsh Nagar,Quick Bites,Average,3.4
Arora's  Mobile Restaurant,400,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.2
Gullu Di Bhatti,250,"North Indian,Chinese,Afghan,Kebab",Ajmer,Kundan Nagar,Others,Average,3.2
Vaishali Restaurant,150,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Lemon Balm,200,North Indian,Ajmer,Panchsheel Nagar,Quick Bites,Average,3.2
KC Inn Restaurant,600,"Continental,South Indian,Desserts,North Indian,Chinese",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.2
Sky Lounge,700,"North Indian,Chinese,Continental",Ajmer,Ram Ganj,Casual Dining,Average,3.4
Brown Bake,200,"Fast Food,Bakery",Ajmer,Ana Sagar Lake,Bakery,Average,3.2
Krishna Family Dhaba,500,"Fast Food,North Indian,Chinese,Rajasthani",Ajmer,Ram Ganj,Quick Bites,Average,3.2
Shiv Mahima Rajasthani Tadka,200,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
RJ-01 Restaurant,200,"North Indian,Fast Food",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
T- Mos,550,North Indian,Ajmer,Ana Sagar Lake,Casual Dining,Average,3.2
Monil Special Fast Food,150,Fast Food,Ajmer,Railway Quarters,Quick Bites,Average,3.4
Bar Code,600,"North Indian,Chinese,Continental",Ajmer,Ram Ganj,Casual Dining,Average,3.4
Mad About Food,500,"North Indian,South Indian,Chinese",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.2
Gaytri Dosa Centre,100,South Indian,Ajmer,Kotra,Others,Average,3.2
Hotel Gulab Palace And Restaurant,400,North Indian,Ajmer,Boraj Kazipura,Quick Bites,Average,3.4
Shiv Shankar Juice,100,"Juices,Beverages",Ajmer,Ana Sagar Lake,Beverage Shop,Average,3.2
Omni Restaurant,400,"North Indian,South Indian,Fast Food",Ajmer,Police Lines,Quick Bites,Average,3.2
Darbar Restaurant,200,"North Indian,Kebab,Indian",Ajmer,Panchsheel Nagar,Quick Bites,Average,3.4
Lake Heaven Restaurant,200,"North Indian,Fast Food",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Suruchi,250,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Laxmi Bhojanalaya,300,"North Indian,Salad",Ajmer,Railway Quarters,Quick Bites,Average,3.2
Shri Ambika Bhojanalaya,150,"Street Food,Beverages,North Indian,Rajasthani",Ajmer,Railway Quarters,Quick Bites,Average,3.2
Excellenceee,300,"Fast Food,Sandwich,Italian,Pizza,North Indian,Chinese",Ajmer,Railway Quarters,Cafe,Average,3.4
Naayaab Restaurant,350,North Indian,Ajmer,Adarsh Nagar,Quick Bites,Average,3.4
Lazeez Garden Restaurant,150,North Indian,Ajmer,Kotra,Quick Bites,Average,3.4
Dua's Tandoori Junction,350,North Indian,Ajmer,Dhola Bhata Colony,Quick Bites,Average,3.4
New Victory Restaurant,500,North Indian,Ajmer,Ana Sagar Lake,Casual Dining,Average,3.4
Mamta Cakes & Bakes,100,"Bakery,Fast Food",Ajmer,Dhola Bhata Colony,Bakery,Average,3.4
Muskan Garden Restaurant,500,North Indian,Ajmer,Panchsheel Nagar,Quick Bites,Average,3.4
The Cinnamon,1000,"Chinese,North Indian",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.4
Ambika Bhojnalaya,300,Indian,Ajmer,Railway Quarters,Quick Bites,Average,3.4
Yellow Chilly,200,Fast Food,Ajmer,Panchsheel Nagar,Quick Bites,Average,3.4
Apna Dhaba,200,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Rajababu's Kitchen,200,North Indian,Ajmer,Kundan Nagar,Quick Bites,Average,3.4
Chokho Moco,200,"Chinese,North Indian",Ajmer,Kotra,Quick Bites,Average,3.4
Mugs Coffee Lounge,600,"North Indian,Cafe,Chinese",Ajmer,Police Lines,Cafe,Average,3.4
Recharge Cafe,300,"Beverages,Burger,Cafe,Chinese,Coffee,Fast Food,Hot dogs,Pizza",Ajmer,Panchsheel Nagar,Cafe,Average,3.4
Eat & Meet cafe,450,Cafe,Ajmer,Dhola Bhata Colony,Cafe,Average,3.4
Sugar N Spice,450,Bakery,Ajmer,Adarsh Nagar,Bakery,Average,3.4
Cafe La Joie,200,Fast Food,Ajmer,Dhola Bhata Colony,Others,Average,3.2
Nakul Bakers and Confectioner,250,Fast Food,Ajmer,Railway Quarters,Quick Bites,Average,3.4
Hotel City Pride,600,North Indian,Ajmer,Railway Quarters,Casual Dining,Average,3.4
Thai Cha,348,"Chinese,Thai",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Roll Express,300,"Momos,Roast Chicken,BBQ,Rolls,Afghan",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.7
Kebabs & Curries Company,750,"North Indian,Chinese,Mughlai,Rolls",Ajmer,Ana Sagar Lake,Casual Dining,Good,3.7
Paapi पेट The Restaurant,200,"Biryani,Roast Chicken,North Indian,Mughlai",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.7
Old Mahadev Ka Dhaba,300,"North Indian,Rajasthani",Ajmer,Ana Sagar Lake,Dhaba,Good,3.6
Pizza Hut,600,Pizza,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Kha Lo,150,"Burger,Beverages,Fast Food,Sandwich,Italian,Pizza,Chinese",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.7
Khokha,600,Cafe,Ajmer,Ana Sagar Lake,Cafe,Average,3.3
Mamta Sweets,400,"South Indian,Fast Food,Italian,Chinese,Bakery,Mithai",Ajmer,Ana Sagar Lake,Sweet Shop,Good,3.9
Mr Beans Pizza,400,Pizza,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.3
Mamta Ice Breaker,400,"South Indian,Fast Food,Italian,Chinese",Ajmer,Ana Sagar Lake,Dessert Parlor,Good,3.7
Ambrosia Restaurant,600,North Indian,Ajmer,Ana Sagar Lake,Casual Dining,Good,3.5
Cake Craft By Mango Masala,470,"Desserts,Bakery",Ajmer,Ana Sagar Lake,Dessert Parlor,Good,3.7
Subway,500,"Healthy Food,Sandwich,Salad",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.6
Mamaji's Chicken Point,450,"North Indian,Roast Chicken,BBQ,Mughlai,Kebab,Awadhi",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.5
Sunny Di Hatti Amritsari,400,"Beverages,Fast Food,North Indian,Chinese",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.6
Chick'n express,200,"North Indian,Biryani,Chinese,Kebab,BBQ",Ajmer,Ana Sagar Lake,Casual Dining,Good,3.8
Tea Connect,400,Cafe,Ajmer,Ana Sagar Lake,Cafe,Good,3.5
Crazy Tales,500,"Salad,Chinese,Sandwich,Beverages,North Indian,Burger,Desserts,Pizza",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.4
Manoj's Kake Di Hatti,200,North Indian,Ajmer,Railway Quarters,Quick Bites,Average,3.4
Ashu Sweets,250,"Mithai,Bakery,Fast Food",Ajmer,Railway Quarters,Sweet Shop,Average,3.4
Manoj's Kake De Hatti,400,North Indian,Ajmer,Ana Sagar Lake,Quick Bites,Good,3.6
Roti Boti,300,North Indian,Ajmer,Adarsh Nagar,Quick Bites,Good,3.5
Cafe Ate Pm,300,"Chinese,Cafe,Sandwich,Fast Food,North Indian,Coffee,Desserts,Pizza",Ajmer,Dhola Bhata Colony,Quick Bites,Good,3.7
Pizzeria By Mango Masala,500,"Italian,Pizza",Ajmer,Ana Sagar Lake,Casual Dining,Good,3.6
Honeydew,700,"Continental,South Indian,Fast Food,North Indian,Chinese,Mughlai",Ajmer,Railway Quarters,Casual Dining,Good,3.7
Pandit Restaurant,250,"Biryani,North Indian",Ajmer,Ana Sagar Lake,Casual Dining,Good,3.7
Kesar,500,"Mexican,South Indian,Fast Food,Desserts,Italian,North Indian,Chinese,Rajasthani",Ajmer,Kotra,Casual Dining,Good,3.5
Arora's Restaurant,400,"BBQ,Chinese,Roast Chicken,North Indian,Kebab,Afghan,Mughlai",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.7
The Tandoor Restaurant,300,"North Indian,Biryani,Chinese",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.6
Romy's Fine Dine,800,"Chinese,North Indian,Pizza,Biryani",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.4
Punjabi Tadka,250,Mughlai,Ajmer,Ana Sagar Lake,Casual Dining,Good,3.5
Balaji Juice,100,Beverages,Ajmer,Ana Sagar Lake,Beverage Shop,Good,3.5
Bake My Day,500,"Bakery,Fast Food",Ajmer,Adarsh Nagar,Bakery,Average,3.3
Coffo Holic,600,"South Indian,Fast Food,Cafe,Italian,North Indian,Bakery,BBQ,Afghan",Ajmer,Ana Sagar Lake,Cafe,Good,3.5
Striker,250,"Fast Food,North Indian",Ajmer,Panchsheel Nagar,Quick Bites,Good,3.5
chaat chatore,100,"Fast Food,Cafe,Indian,Pizza,Street Food",Ajmer,Ana Sagar Lake,Cafe,Average,3.4
Shankar's Chaat,60,Street Food,Ajmer,Ana Sagar Lake,Quick Bites,Good,3.5
Love Cafetaria,100,"Beverages,South Indian,Fast Food,Sandwich,Pizza,Chinese",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.5
Havmor,800,"North Indian,Pizza,Biryani",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.3
Karim's Restaurant,500,Mughlai,Ajmer,Pal Bhichala,Casual Dining,Good,3.6
Don Tomato,150,"Chinese,Sandwich,Fast Food,North Indian,Burger,Rolls,Pizza,South Indian",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.6
Midtown Grill,600,"North Indian,Chinese",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.3
Manoj's Kake Di Hatti,400,"Fast Food,North Indian,Rajasthani",Ajmer,Dhola Bhata Colony,Quick Bites,Average,3.3
Vapor Cafe and Restaurant,500,North Indian,Ajmer,Panchsheel Nagar,Cafe,Average,3.4
Shamby's Cafe,200,"South Indian,Fast Food,Cafe,Pizza,Chinese,Coffee",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Jain Namkeen,150,Mithai,Ajmer,Hathi Khera,Sweet Shop,Good,3.5
Sindh Punjab Dhaba,400,"North Indian,Rajasthani",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.7
FYI,200,Fast Food,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
A-One Fast Food &Pizza Point,150,"Street Food,Fast Food,Sandwich,Pizza,Chinese,Momos,Coffee",Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Momos Mania,150,"Burger,Fast Food,Pizza,Chinese",Ajmer,Dhola Bhata Colony,Casual Dining,Average,3.4
Menu Restaurant,550,North Indian,Ajmer,Kotra,Casual Dining,Average,3.2
Laxmi Confectioners,150,Mithai,Ajmer,Railway Quarters,Confectionery,Average,3.4
Baba Soya chaap,150,Fast Food,Ajmer,Ana Sagar Lake,Food Truck,Average,3.3
Burger Street,300,"Ice Cream,Sandwich,Fast Food,Burger,Wraps,Coffee,Desserts",Ajmer,Panchsheel Nagar,Quick Bites,Average,3.3
Dhanna Kachori,20,North Indian,Ajmer,Panchsheel Nagar,Quick Bites,Average,3.4
Dhanna Kachori Vaishali,100,Fast Food,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Rajdeep Family Restaurant,300,"Fast Food,North Indian",Ajmer,Railway Quarters,Quick Bites,Good,3.6
Spiceum,200,"Ice Cream,Fast Food",Ajmer,Panchsheel Nagar,Quick Bites,Average,3.3
Riviera Restaurant,500,"Biryani,North Indian,Chinese",Ajmer,Boraj Kazipura,Casual Dining,Average,3.3
2 Roti 2 Boti,150,North Indian,Ajmer,Panchsheel Nagar,Quick Bites,Good,3.5
Shree Bhomji Misthan Bhandar,150,"Mithai,Street Food",Ajmer,Ana Sagar Lake,Sweet Shop,Average,3.3
Royal recepies,250,Fast Food,Ajmer,Ana Sagar Lake,Food Truck,Average,3.4
Twist on wheels,200,Fast Food,Ajmer,Ana Sagar Lake,Food Truck,Average,3.2
Chilly Spicy Dhaba,250,"North Indian,Chinese",Ajmer,Panchsheel Nagar,Quick Bites,Average,3.4
Mast Mahadev Dhaba,300,"Fast Food,North Indian",Ajmer,Ana Sagar Lake,Quick Bites,Good,3.5
Pizza Point,250,"Pizza,Fast Food",Ajmer,Railway Quarters,Quick Bites,Average,3.3
Shree Jodhpur Sweets,100,"Fast Food,Mithai",Ajmer,Ana Sagar Lake,Sweet Shop,Average,3.3
Bhagwanti Juice Centre,100,Beverages,Ajmer,Ana Sagar Lake,Beverage Shop,Average,3.4
Brijwasi,200,"Chinese,Fast Food",Ajmer,Kotra,Quick Bites,Good,3.5
Vijay Bakers & Confectioners,300,"Bakery,Fast Food",Ajmer,Railway Quarters,Bakery,Average,3.4
Shree Maan Ji Chaat Bhandar,100,Fast Food,Ajmer,Panchsheel Nagar,Quick Bites,Average,3.3
Olive Kitchen,700,"Biryani,Italian,North Indian,Salad,Afghan,Kebab",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.3
Raseela,150,Drinks Only,Ajmer,Railway Quarters,Beverage Shop,Average,3.4
Kashish Pure Veg Family Restaurant,400,"North Indian,Fast Food",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.4
Deshi tadka,150,"North Indian,Fast Food",Ajmer,Ana Sagar Lake,Food Truck,Average,3.2
Pehli Manzil,300,"Continental,Biryani,Beverages,South Indian,Italian,North Indian,Chinese,Rajasthani",Ajmer,Railway Quarters,Casual Dining,Average,3.3
Bunty fast food,150,Fast Food,Ajmer,Kotra,Quick Bites,Average,3.2
Azad Sweets,150,Desserts,Ajmer,Ana Sagar Lake,Dessert Parlor,Good,3.5
The Royal Thadi,100,Fast Food,Ajmer,Kotra,Quick Bites,Average,3.2
Yummy Tummy (The Food Zone),100,Fast Food,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.2
Jaipur Jungle,600,"Continental,Burger,Beverages,Fast Food,Italian,North Indian,Chinese,Rajasthani",Ajmer,Ana Sagar Lake,Casual Dining,Average,3.2
Mast Punjabi Tadka,300,North Indian,Ajmer,Ram Ganj,Quick Bites,Good,3.5
Shakes Pi Yaar,100,"Beverages,Desserts",Ajmer,Railway Quarters,Quick Bites,Average,3.2
Status By Silver Leaf,600,North Indian,Ajmer,Ana Sagar Lake,Casual Dining,Good,3.5
Bambaiya Vada Paw,150,Fast Food,Ajmer,Ana Sagar Lake,Quick Bites,Average,3.4
Vijay Bakery,200,"Fast Food,Desserts,Bakery",Ajmer,Ana Sagar Lake,Bakery,Average,3.3
